premise,hypothesis,label,Target_sentence_position,Experiment_or_filler,Number_of_propositions,Condition,group
The kid was hacked by the computer.,The kid was hacked by the computer.,entailment,na,Experimental,one,Passive_implausible,
The lady was hit by the bag.,The lady was hit by the bag.,entailment,na,Experimental,one,Passive_implausible,
The guy was kicked by the door.,The guy was kicked by the door.,entailment,na,Experimental,one,Passive_implausible,
The student was knocked by the door.,The student was knocked by the door.,entailment,na,Experimental,one,Passive_implausible,
The baker was made by the cake.,The baker was made by the cake.,entailment,na,Experimental,one,Passive_implausible,
The worker was pounded by the metal.,The worker was pounded by the metal.,entailment,na,Experimental,one,Passive_implausible,
The factory was produced by the smartphones.,The factory was produced by the smartphones.,entailment,na,Experimental,one,Passive_implausible,
The soldiers were protected by the building.,The soldiersed protected by the building.,entailment,na,Experimental,one,Passive_implausible,
The boxer was punched by the locker.,The boxer was punched by the locker.,entailment,na,Experimental,one,Passive_implausible,
The student was rescued by the kid.,The student was rescued by the kid.,entailment,na,Experimental,one,Passive_implausible,
The carpenter was sawed by the timber.,The carpenter was sawed by the timber.,entailment,na,Experimental,one,Passive_implausible,
The firefighter was saved by the money.,The firefighter was saved by the money.,entailment,na,Experimental,one,Passive_implausible,
The vandals were shattered by the window.,The vandalsed shattered by the window.,entailment,na,Experimental,one,Passive_implausible,
The pirate was slashed by the sail.,The pirate was slashed by the sail.,entailment,na,Experimental,one,Passive_implausible,
The chef was sliced by the tomato.,The chef was sliced by the tomato.,entailment,na,Experimental,one,Passive_implausible,
The child was smashed by the toy car.,The child was smashed by the toy car.,entailment,na,Experimental,one,Passive_implausible,
The player was squashed by the ball.,The player was squashed by the ball.,entailment,na,Experimental,one,Passive_implausible,
The manager was suggested by the policy.,The manager was suggested by the policy.,entailment,na,Experimental,one,Passive_implausible,
The student was skipped by the party.,The student was skipped by the party.,entailment,na,Experimental,one,Passive_implausible,
The artist was touched by the canvas.,The artist was touched by the canvas.,entailment,na,Experimental,one,Passive_implausible,
The chef was used by the blender.,The chef was used by the blender.,entailment,na,Experimental,one,Passive_implausible,
The person was wasted by theelectricity.,The person was wasted by theelectricity.,entailment,na,Experimental,one,Passive_implausible,
The manager allocated the employees the tasks.,The manager allocated the employees the tasks.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The lady assigned the assistant the project.,The lady assigned the assistant the project.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The committee awarded the athlete the trophy.,The committe awarded the athlete the trophy.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The boy brought the friend the souvenir.,The boy brought the friend the souvenir.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The colleague emailed the team the agenda.,The colleague emailed the team the agenda.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The company extended the client the extension.,The company extended the client the extension.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The secretary faxed the supervisor the document.,The secretary faxed the supervisor the document.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The student fed the ducks the meal.,The student fed the ducks the meal.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The coworker forwarded the client the email.,The coworker forwarded the client the email.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The employee gave the sister the book.,The employee gave the sister the book.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The foundation granted the organization the funding.,The foundation granted the organization the funding.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The waiter handed the customer the menu.,The waiter handed the customer the menu.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The teacher hauled the friend the groceries.,The teacher hauled the friend the groceries.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The government issued the citizens the cards.,The government issued the citizens the cards.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The man lent the neighbor the ladder.,The man lent the neighbor the ladder.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The landlord leased the tenant the apartment.,The landlord leased the tenant the apartment.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The worker left the colleague the note.,The worker left the colleague the note.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The friend loaned the guy the laptop.,The friend loaned the guy the laptop.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The postman mailed the recipient the package.,The postman mailed the recipient the package.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The clark offered the customer the discount.,The clerk offered the customer the discount.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The borrower owed the lender the money.,The borrower owed the lender the money.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The student passed the teacher the assignment.,The student passed the teacher the assignment.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The customer paid the cashier the bill.,The customer paid the cashier the bill.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The teacher posted the friend the letter.,The teacher posted the friend the letter.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The company promised the customer the refund.,The company promised the customer the refund.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The retailer refunded the customer the money.,The retailer refunded the customer the money.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The employee relayed the manager the message.,The employee relaied the manager the message.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The borrower repaid the lender the loan.,The borrower repaied the lender the loan.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The worker sold the customer the car.,The worker selled the customer the car.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The chef sent the friend the gift.,The chef sent the friend the gift.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The waiter served the guys the meals.,The waiter served the guys the meals.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The lady shipped the recipient the package.,The lady shiped the recipient the package.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The guide showed the tourists the landmarks.,The guide showed the tourists the landmarks.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The man slipped the receptionist the slip.,The man sliped the receptionist the slip.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The smuggler smuggled the man the goods.,The smuggler smuggled the man the goods.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The boy took the mother the snack.,The boy took the mother the snack.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The teacher taught the students the concept.,The teacher taught the students the concept.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
The student told the friend the joke.,The student told the friend the joke.,entailment,na,Experimental,one,DoubleObjectConstruction_plausible,
