ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
285,The girl was carved by the statue.,Was the girl carved by the statue?,Yes,na,Experimental,one,Passive_implausible
286,The chef was chopped by the onions.,Was the chef chopped by the onions?,Yes,na,Experimental,one,Passive_implausible
287,The cleaner was cleaned by the windows.,Was the cleaner cleaned by the windows?,Yes,na,Experimental,one,Passive_implausible
288,The collector was collected by the coins.,Was the collector collected by the coins?,Yes,na,Experimental,one,Passive_implausible
289,The tailor was cut by the fabric.,Was the tailor cut by the fabric?,Yes,na,Experimental,one,Passive_implausible
290,The guide was described by the monument.,Was the guide described by the monument?,Yes,na,Experimental,one,Passive_implausible
291,The crew was destroyed by the building.,Was the crew destroyed by the building?,Yes,na,Experimental,one,Passive_implausible
292,The designer was designed by the logo.,Was the designer designed by the logo?,Yes,na,Experimental,one,Passive_implausible
293,The student was pushed by the button.,Was the student pushed by the button?,Yes,na,Experimental,one,Passive_implausible
294,The artist was drawn by the landscape.,Was the artist drawn by the landscape?,Yes,na,Experimental,one,Passive_implausible
295,The boy was memorized by the lines.,Was the boy memorized by the lines?,Yes,na,Experimental,one,Passive_implausible
296,The ironworker was flattened by the plate.,Was the ironworker flattened by the plate?,Yes,na,Experimental,one,Passive_implausible
297,The artist was folded by the crane.,Was the artist folded by the crane?,Yes,na,Experimental,one,Passive_implausible
298,The blacksmith was hammered by the metal.,Was the blacksmith hammered by the metal?,Yes,na,Experimental,one,Passive_implausible
299,The kid was hacked by the computer.,Was the kid hacked by the computer?,Yes,na,Experimental,one,Passive_implausible
300,The lady was hit by the bag.,Was the lady hit by the bag?,Yes,na,Experimental,one,Passive_implausible
301,The guy was kicked by the door.,Was the guy kicked by the door?,Yes,na,Experimental,one,Passive_implausible
302,The student was knocked by the door.,Was the student knocked by the door?,Yes,na,Experimental,one,Passive_implausible
303,The baker was made by the cake.,Was the baker made by the cake?,Yes,na,Experimental,one,Passive_implausible
304,The worker was pounded by the metal.,Was the worker pounded by the metal?,Yes,na,Experimental,one,Passive_implausible
305,The factory was produced by the smartphones.,Was the factory produced by the smartphones?,Yes,na,Experimental,one,Passive_implausible
306,The soldiers were protected by the building.,Were the soldiers protected by the building?,Yes,na,Experimental,one,Passive_implausible
307,The boxer was punched by the locker.,Was the boxer punched by the locker?,Yes,na,Experimental,one,Passive_implausible
308,The student was rescued by the kid.,Was the student rescued by the kid?,Yes,na,Experimental,one,Passive_implausible
309,The carpenter was sawed by the timber.,Was the carpenter sawed by the timber?,Yes,na,Experimental,one,Passive_implausible
310,The firefighter was saved by the money.,Was the firefighter saved by the money?,Yes,na,Experimental,one,Passive_implausible
311,The vandals were shattered by the window.,Were the vandals shattered by the window?,Yes,na,Experimental,one,Passive_implausible
312,The pirate was slashed by the sail.,Was the pirate slashed by the sail?,Yes,na,Experimental,one,Passive_implausible
313,The chef was sliced by the tomato.,Was the chef sliced by the tomato?,Yes,na,Experimental,one,Passive_implausible
314,The child was smashed by the toy car.,Was the child smashed by the toy car?,Yes,na,Experimental,one,Passive_implausible
315,The player was squashed by the ball.,Was the player squashed by the ball?,Yes,na,Experimental,one,Passive_implausible
316,The manager was suggested by the policy.,Was the manager suggested by the policy?,Yes,na,Experimental,one,Passive_implausible
317,The student was skipped by the party.,Was the student skipped by the party?,Yes,na,Experimental,one,Passive_implausible
318,The artist was touched by the canvas.,Was the artist touched by the canvas?,Yes,na,Experimental,one,Passive_implausible
319,The chef was used by the blender.,Was the chef used by the blender?,Yes,na,Experimental,one,Passive_implausible
320,The person was wasted by the electricity.,Was the person wasted by the electricity?,Yes,na,Experimental,one,Passive_implausible
321,The manager allocated the employees the tasks.,Did the manager allocate the employees the tasks?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
322,The lady assigned the assistant the project.,Did the lady assign the assistant the project?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
323,The committee awarded the athlete the trophy.,Did the committee award the athlete the trophy?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
324,The boy brought the friend the souvenir.,Did the boy bring the friend the souvenir?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
325,The colleague emailed the team the agenda.,Did the colleague email the team the agenda?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
326,The company extended the client the extension.,Did the company extend the client the extension?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
327,The secretary faxed the supervisor the document.,Did the secretary fax the supervisor the document?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
328,The student fed the ducks the meal.,Did the student feed the ducks the meal?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
329,The coworker forwarded the client the email.,Did the coworker forward the client the email?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
330,The employee gave the sister the book.,Did the employee give the sister the book?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
331,The foundation granted the organization the funding.,Did the foundation grant the organization the funding?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
332,The waiter handed the customer the menu.,Did the waiter hand the customer the menu?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
333,The teacher hauled the friend the groceries.,Did the teacher haul the friend the groceries?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
334,The government issued the citizens the cards.,Did the government issue the citizens the cards?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
335,The man lent the neighbor the ladder.,Did the man lend the neighbor the ladder?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
336,The landlord leased the tenant the apartment.,Did the landlord lease the tenant the apartment?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
337,The worker left the colleague the note.,Did the worker leave the colleague the note?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
338,The friend loaned the guy the laptop.,Did the friend loan the guy the laptop?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
339,The postman mailed the recipient the package.,Did the postman mail the recipient the package?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
340,The clark offered the customer the discount.,Did the clerk offer the customer the discount?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
341,The borrower owed the lender the money.,Did the borrower owe the lender the money?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
342,The student passed the teacher the assignment.,Did the student pass the teacher the assignment?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
343,The customer paid the cashier the bill.,Did the customer pay the cashier the bill?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
344,The teacher posted the friend the letter.,Did the teacher post the friend the letter?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
345,The company promised the customer the refund.,Did the company promise the customer the refund?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
346,The retailer refunded the customer the money.,Did the retailer refund the customer the money?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
347,The employee relayed the manager the message.,Did the employee relay the manager the message?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
348,The borrower repaid the lender the loan.,Did the borrower repay the lender the loan?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
349,The worker sold the customer the car.,Did the worker sell the customer the car?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
350,The chef sent the friend the gift.,Did the chef send the friend the gift?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
351,The waiter served the guys the meals.,Did the waiter serve the guys the meals?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
352,The lady shipped the recipient the package.,Did the lady ship the recipient the package?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
353,The guide showed the tourists the landmarks.,Did the guide show the tourists the landmarks?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
354,The man slipped the receptionist the slip.,Did the man slip the receptionist the slip?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
355,The smuggler smuggled the man the goods.,Did the smuggler smuggle the man the goods?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
356,The boy took the mother the snack.,Did the boy take the mother the snack?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
357,The teacher taught the students the concept.,Did the teacher teach the students the concept?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
358,The student told the friend the joke.,Did the student tell the friend the joke?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
359,The man traded the lady the bicycle.,Did the man trade the lady the bicycle?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
360,The boy wrote the author the letter.,Did the boy write the author the letter?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
361,The manager allocated the department the budget.,Did the manager allocate the department the budget?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
362,The teacher assigned the students the homework.,Did the teacher assign the students the homework?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
363,The committee awarded the champion the trophy.,Did the committee award the champion the trophy?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
364,The hostess brought the guests the drinks.,Did the hostess bring the guests the drinks?,Yes,na,Experimental,one,DoubleObjectConstruction_plausible
