ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
264,The blacksmith was pounded by the metal.,Was the blacksmith pounded by the metal?,Yes,na,Experimental,one,Passive,implausible,Yes
265,The factory was produced by the cars.,Was the factory produced by the cars?,Yes,na,Experimental,one,Passive,implausible,Yes
266,The man was protected by the environment.,Was the man protected by the environment?,Yes,na,Experimental,one,Passive,implausible,Yes
267,The boxer was punched by the sandbag.,Was the boxer punched by the sandbag?,Yes,na,Experimental,one,Passive,implausible,Yes
268,The boy was read by the magazine.,Was the boy read by the magazine?,Yes,na,Experimental,one,Passive,implausible,Yes
269,The carpenter was sawed by the wood.,Was the carpenter sawed by the wood?,Yes,na,Experimental,one,Passive,implausible,Yes
270,The firefighter was saved by the life.,Was the firefighter saved by the life?,Yes,na,Experimental,one,Passive,implausible,Yes
271,The vandal was shattered by the window.,Was the vandal shattered by the window?,Yes,na,Experimental,one,Passive,implausible,Yes
272,The pirate was slashed by the sail.,Was the pirate slashed by the sail?,Yes,na,Experimental,one,Passive,implausible,Yes
273,The chef was sliced by the bread.,Was the chef sliced by the bread?,Yes,na,Experimental,one,Passive,implausible,Yes
274,The child was smashed by the toy.,Was the child smashed by the toy?,Yes,na,Experimental,one,Passive,implausible,Yes
275,The player was squashed by the ball.,Was the player squashed by the ball?,Yes,na,Experimental,one,Passive,implausible,Yes
276,The boxer was suggested by the idea.,Was the boxer suggested by the idea?,Yes,na,Experimental,one,Passive,implausible,Yes
277,The student was skipped by the class.,Was the student skipped by the class?,Yes,na,Experimental,one,Passive,implausible,Yes
278,The artist was touched by the canvas.,Was the artist touched by the canvas?,Yes,na,Experimental,one,Passive,implausible,Yes
279,The chef was used by the knife.,Was the chef used by the knife?,Yes,na,Experimental,one,Passive,implausible,Yes
280,The person was wasted by the water.,Was the person wasted by the water?,Yes,na,Experimental,one,Passive,implausible,Yes
281,The carpenter was assembled by the bookshelf.,Was the carpenter assembled by the bookshelf?,Yes,na,Experimental,one,Passive,implausible,Yes
282,The instructor was bent by the mat.,Was the instructor bent by the mat?,Yes,na,Experimental,one,Passive,implausible,Yes
283,The child was bitten by the chocolate.,Was the child bitten by the chocolate?,Yes,na,Experimental,one,Passive,implausible,Yes
284,The bartender was blended by the cocktail.,Was the bartender blended by the cocktail?,Yes,na,Experimental,one,Passive,implausible,Yes
285,The girl was carved by the statue.,Was the girl carved by the statue?,Yes,na,Experimental,one,Passive,implausible,No
286,The chef was chopped by the onions.,Was the chef chopped by the onions?,Yes,na,Experimental,one,Passive,implausible,Yes
287,The cleaner was cleaned by the windows.,Was the cleaner cleaned by the windows?,Yes,na,Experimental,one,Passive,implausible,Yes
288,The collector was collected by the coins.,Was the collector collected by the coins?,Yes,na,Experimental,one,Passive,implausible,Yes
289,The tailor was cut by the fabric.,Was the tailor cut by the fabric?,Yes,na,Experimental,one,Passive,implausible,Yes
290,The guide was described by the monument.,Was the guide described by the monument?,Yes,na,Experimental,one,Passive,implausible,Yes
291,The crew was destroyed by the building.,Was the crew destroyed by the building?,Yes,na,Experimental,one,Passive,implausible,Yes
292,The designer was designed by the logo.,Was the designer designed by the logo?,Yes,na,Experimental,one,Passive,implausible,Yes
293,The student was pushed by the button.,Was the student pushed by the button?,Yes,na,Experimental,one,Passive,implausible,Yes
294,The artist was drawn by the landscape.,Was the artist drawn by the landscape?,Yes,na,Experimental,one,Passive,implausible,Yes
295,The boy was memorized by the lines.,Was the boy memorized by the lines?,Yes,na,Experimental,one,Passive,implausible,Yes
296,The ironworker was flattened by the plate.,Was the ironworker flattened by the plate?,Yes,na,Experimental,one,Passive,implausible,Yes
297,The artist was folded by the crane.,Was the artist folded by the crane?,Yes,na,Experimental,one,Passive,implausible,Yes
298,The blacksmith was hammered by the metal.,Was the blacksmith hammered by the metal?,Yes,na,Experimental,one,Passive,implausible,Yes
299,The kid was hacked by the computer.,Was the kid hacked by the computer?,Yes,na,Experimental,one,Passive,implausible,Yes
300,The lady was hit by the bag.,Was the lady hit by the bag?,Yes,na,Experimental,one,Passive,implausible,Yes
301,The guy was kicked by the door.,Was the guy kicked by the door?,Yes,na,Experimental,one,Passive,implausible,Yes
302,The student was knocked by the door.,Was the student knocked by the door?,Yes,na,Experimental,one,Passive,implausible,Yes
303,The baker was made by the cake.,Was the baker made by the cake?,Yes,na,Experimental,one,Passive,implausible,Yes
304,The worker was pounded by the metal.,Was the worker pounded by the metal?,Yes,na,Experimental,one,Passive,implausible,Yes
305,The factory was produced by the smartphones.,Was the factory produced by the smartphones?,Yes,na,Experimental,one,Passive,implausible,Yes
306,The soldiers were protected by the building.,Were the soldiers protected by the building?,Yes,na,Experimental,one,Passive,implausible,Yes
307,The boxer was punched by the locker.,Was the boxer punched by the locker?,Yes,na,Experimental,one,Passive,implausible,Yes
308,The student was rescued by the kid.,Was the student rescued by the kid?,Yes,na,Experimental,one,Passive,implausible,Yes
309,The carpenter was sawed by the timber.,Was the carpenter sawed by the timber?,Yes,na,Experimental,one,Passive,implausible,Yes
310,The firefighter was saved by the money.,Was the firefighter saved by the money?,Yes,na,Experimental,one,Passive,implausible,Yes
311,The vandals were shattered by the window.,Were the vandals shattered by the window?,Yes,na,Experimental,one,Passive,implausible,Yes
312,The pirate was slashed by the sail.,Was the pirate slashed by the sail?,Yes,na,Experimental,one,Passive,implausible,Yes
313,The chef was sliced by the tomato.,Was the chef sliced by the tomato?,Yes,na,Experimental,one,Passive,implausible,Yes
314,The child was smashed by the toy car.,Was the child smashed by the toy car?,Yes,na,Experimental,one,Passive,implausible,Yes
315,The player was squashed by the ball.,Was the player squashed by the ball?,Yes,na,Experimental,one,Passive,implausible,Yes
316,The manager was suggested by the policy.,Was the manager suggested by the policy?,Yes,na,Experimental,one,Passive,implausible,Yes
317,The student was skipped by the party.,Was the student skipped by the party?,Yes,na,Experimental,one,Passive,implausible,Yes
318,The artist was touched by the canvas.,Was the artist touched by the canvas?,Yes,na,Experimental,one,Passive,implausible,Yes
319,The chef was used by the blender.,Was the chef used by the blender?,Yes,na,Experimental,one,Passive,implausible,Yes
320,The person was wasted by the electricity.,Was the person wasted by the electricity?,Yes,na,Experimental,one,Passive,implausible,Yes
321,The manager allocated the employees the tasks.,Did the manager allocate the employees the tasks?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
322,The lady assigned the assistant the project.,Did the lady assign the assistant the project?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
323,The committee awarded the athlete the trophy.,Did the committee award the athlete the trophy?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
324,The boy brought the friend the souvenir.,Did the boy bring the friend the souvenir?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
325,The colleague emailed the team the agenda.,Did the colleague email the team the agenda?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
326,The company extended the client the extension.,Did the company extend the client the extension?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
327,The secretary faxed the supervisor the document.,Did the secretary fax the supervisor the document?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
328,The student fed the ducks the meal.,Did the student feed the ducks the meal?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
329,The coworker forwarded the client the email.,Did the coworker forward the client the email?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
330,The employee gave the sister the book.,Did the employee give the sister the book?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
331,The foundation granted the organization the funding.,Did the foundation grant the organization the funding?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
332,The waiter handed the customer the menu.,Did the waiter hand the customer the menu?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
333,The teacher hauled the friend the groceries.,Did the teacher haul the friend the groceries?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
334,The government issued the citizens the cards.,Did the government issue the citizens the cards?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
335,The man lent the neighbor the ladder.,Did the man lend the neighbor the ladder?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
336,The landlord leased the tenant the apartment.,Did the landlord lease the tenant the apartment?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
337,The worker left the colleague the note.,Did the worker leave the colleague the note?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
338,The friend loaned the guy the laptop.,Did the friend loan the guy the laptop?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
339,The postman mailed the recipient the package.,Did the postman mail the recipient the package?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
340,The clark offered the customer the discount.,Did the clerk offer the customer the discount?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
341,The borrower owed the lender the money.,Did the borrower owe the lender the money?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
342,The student passed the teacher the assignment.,Did the student pass the teacher the assignment?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
343,The customer paid the cashier the bill.,Did the customer pay the cashier the bill?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
344,The teacher posted the friend the letter.,Did the teacher post the friend the letter?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
345,The company promised the customer the refund.,Did the company promise the customer the refund?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
346,The retailer refunded the customer the money.,Did the retailer refund the customer the money?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
347,The employee relayed the manager the message.,Did the employee relay the manager the message?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
348,The borrower repaid the lender the loan.,Did the borrower repay the lender the loan?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
349,The worker sold the customer the car.,Did the worker sell the customer the car?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
350,The chef sent the friend the gift.,Did the chef send the friend the gift?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
351,The waiter served the guys the meals.,Did the waiter serve the guys the meals?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
352,The lady shipped the recipient the package.,Did the lady ship the recipient the package?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
353,The guide showed the tourists the landmarks.,Did the guide show the tourists the landmarks?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
354,The man slipped the receptionist the slip.,Did the man slip the receptionist the slip?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
355,The smuggler smuggled the man the goods.,Did the smuggler smuggle the man the goods?,Yes,na,Experimental,one,DoubleObjectConstruction,plausible,Yes
