item_id,premise,hypothesis,correct_label,condition,plausibility,memory_load,human_label
338,The friend loaned the guy the laptop.,The friend loaned the guy the laptop.,e,DoubleObjectConstruction,plausible,one,e
339,The postman mailed the recipient the package.,The postman mailed the recipient the package.,e,DoubleObjectConstruction,plausible,one,e
340,The clark offered the customer the discount.,The clerk offered the customer the discount.,e,DoubleObjectConstruction,plausible,one,e
341,The borrower owed the lender the money.,The borrower owed the lender the money.,e,DoubleObjectConstruction,plausible,one,e
342,The student passed the teacher the assignment.,The student passed the teacher the assignment.,e,DoubleObjectConstruction,plausible,one,e
343,The customer paid the cashier the bill.,The customer paid the cashier the bill.,e,DoubleObjectConstruction,plausible,one,e
344,The teacher posted the friend the letter.,The teacher posted the friend the letter.,e,DoubleObjectConstruction,plausible,one,e
345,The company promised the customer the refund.,The company promised the customer the refund.,e,DoubleObjectConstruction,plausible,one,e
346,The retailer refunded the customer the money.,The retailer refunded the customer the money.,e,DoubleObjectConstruction,plausible,one,e
347,The employee relayed the manager the message.,The employee relaied the manager the message.,e,DoubleObjectConstruction,plausible,one,e
348,The borrower repaid the lender the loan.,The borrower repaied the lender the loan.,e,DoubleObjectConstruction,plausible,one,e
349,The worker sold the customer the car.,The worker selled the customer the car.,e,DoubleObjectConstruction,plausible,one,e
350,The chef sent the friend the gift.,The chef sent the friend the gift.,e,DoubleObjectConstruction,plausible,one,e
351,The waiter served the guys the meals.,The waiter served the guys the meals.,e,DoubleObjectConstruction,plausible,one,e
352,The lady shipped the recipient the package.,The lady shiped the recipient the package.,e,DoubleObjectConstruction,plausible,one,e
353,The guide showed the tourists the landmarks.,The guide showed the tourists the landmarks.,e,DoubleObjectConstruction,plausible,one,e
354,The man slipped the receptionist the slip.,The man sliped the receptionist the slip.,e,DoubleObjectConstruction,plausible,one,e
355,The smuggler smuggled the man the goods.,The smuggler smuggled the man the goods.,e,DoubleObjectConstruction,plausible,one,e
356,The boy took the mother the snack.,The boy took the mother the snack.,e,DoubleObjectConstruction,plausible,one,e
357,The teacher taught the students the concept.,The teacher taught the students the concept.,e,DoubleObjectConstruction,plausible,one,e
358,The student told the friend the joke.,The student told the friend the joke.,e,DoubleObjectConstruction,plausible,one,e
359,The man traded the lady the bicycle.,The man traded the lady the bicycle.,e,DoubleObjectConstruction,plausible,one,e
360,The boy wrote the author the letter.,The boy wrote the author the letter.,e,DoubleObjectConstruction,plausible,one,e
361,The manager allocated the department the budget.,The manager allocated the department the budget.,e,DoubleObjectConstruction,plausible,one,e
362,The teacher assigned the students the homework.,The teacher assigned the students the homework.,e,DoubleObjectConstruction,plausible,one,e
363,The committee awarded the champion the trophy.,The committe awarded the champion the trophy.,e,DoubleObjectConstruction,plausible,one,e
364,The hostess brought the guests the drinks.,The hostess brought the guests the drinks.,e,DoubleObjectConstruction,plausible,one,e
365,The secretary emailed the client the document.,The secretary emailed the client the document.,e,DoubleObjectConstruction,plausible,one,e
366,The company extended the employee the contract.,The company extended the employee the contract.,e,DoubleObjectConstruction,plausible,one,e
367,The assistant faxed the supervisor the report.,The assistant faxed the supervisor the report.,e,DoubleObjectConstruction,plausible,one,e
368,The mother fed the baby the formula.,The mother fed the baby the formula.,e,DoubleObjectConstruction,plausible,one,e
369,The assistant forwarded the team the message.,The assistant forwarded the team the message.,e,DoubleObjectConstruction,plausible,one,e
370,The philanthropist gave the charity the donation.,The philanthropist gave the charity the donation.,e,DoubleObjectConstruction,plausible,one,e
371,The foundation granted the student the scholarship.,The foundation granted the student the scholarship.,e,DoubleObjectConstruction,plausible,one,e
372,The vendor handed the customer the brochure.,The vendor handed the customer the brochure.,e,DoubleObjectConstruction,plausible,one,e
373,The workers hauled the site the equipment.,The workers hauled the site the equipment.,e,DoubleObjectConstruction,plausible,one,e
374,The government issued the owner the license.,The government issued the owner the license.,e,DoubleObjectConstruction,plausible,one,e
375,The friend lent the reader the book.,The friend lent the reader the book.,e,DoubleObjectConstruction,plausible,one,e
376,The landlord leased the tenant the apartment.,The landlord leased the tenant the apartment.,e,DoubleObjectConstruction,plausible,one,e
377,The traveler left the waiter the tip.,The traveler left the waiter the tip.,e,DoubleObjectConstruction,plausible,one,e
378,The bank loaned the borrower the money.,The bank loaned the borrower the money.,e,DoubleObjectConstruction,plausible,one,e
379,The secretary mailed the guests the invitation.,The secretary mailed the guests the invitation.,e,DoubleObjectConstruction,plausible,one,e
380,The store offered the customers the discount.,The stor offered the customers the discount.,e,DoubleObjectConstruction,plausible,one,e
381,The debtor owed the creditor the debt.,The debtor owed the creditor the debt.,e,DoubleObjectConstruction,plausible,one,e
382,The student passed the classmate the note.,The student passed the classmate the note.,e,DoubleObjectConstruction,plausible,one,n
383,The customer paid the cashier the bill.,The customer paid the cashier the bill.,e,DoubleObjectConstruction,plausible,one,e
384,The author posted the publisher the manuscript.,The author posted the publisher the manuscript.,e,DoubleObjectConstruction,plausible,one,e
385,The manager promised the employee the promotion.,The manager promised the employee the promotion.,e,DoubleObjectConstruction,plausible,one,e
386,The seller refunded the buyer the price.,The seller refunded the buyer the price.,e,DoubleObjectConstruction,plausible,one,e
387,The operator relayed the recipient the message.,The operator relaied the recipient the message.,e,DoubleObjectConstruction,plausible,one,e
388,The debtor repaid the lender the loan.,The debtor repaied the lender the loan.,e,DoubleObjectConstruction,plausible,one,e
389,The salesperson sold the customer the product.,The salesperson selled the customer the product.,e,DoubleObjectConstruction,plausible,one,e
390,The company sent the recipient the package.,The company sent the recipient the package.,e,DoubleObjectConstruction,plausible,one,e
391,The waiter served the diners the meal.,The waiter served the diners the meal.,e,DoubleObjectConstruction,plausible,one,e
392,The retailer shipped the customer the order.,The retailer shiped the customer the order.,e,DoubleObjectConstruction,plausible,one,e
393,The guide showed the tourists the map.,The guide showed the tourists the map.,e,DoubleObjectConstruction,plausible,one,e
394,The child slipped the girl the note.,The child sliped the girl the note.,e,DoubleObjectConstruction,plausible,one,e
395,The smuggler smuggled the guy the contraband.,The smuggler smuggled the guy the contraband.,e,DoubleObjectConstruction,plausible,one,e
396,The student took the teacher the pen.,The student took the teacher the pen.,e,DoubleObjectConstruction,plausible,one,e
397,The instructor taught the students the lesson.,The instructor taught the students the lesson.,e,DoubleObjectConstruction,plausible,one,e
398,The friend told the audience the joke.,The friend told the audience the joke.,e,DoubleObjectConstruction,plausible,one,e
399,The trader traded the investor the stocks.,The trader traded the investor the stocks.,e,DoubleObjectConstruction,plausible,one,e
400,The author wrote the readers the book.,The author wrote the readers the book.,e,DoubleObjectConstruction,plausible,one,e
401,The manager allocated the tasks the employees.,The manager allocated the tasks the employees.,e,DoubleObjectConstruction,implausible,one,e
402,The lady assigned the project the assistant.,The lady assigned the project the assistant.,e,DoubleObjectConstruction,implausible,one,e
403,The committee awarded the trophy the athlete.,The committe awarded the trophy the athlete.,e,DoubleObjectConstruction,implausible,one,e
404,The boy brought the souvenir the friend.,The boy brought the souvenir the friend.,e,DoubleObjectConstruction,implausible,one,e
405,The colleague emailed the agenda the team.,The colleague emailed the agenda the team.,e,DoubleObjectConstruction,implausible,one,e
406,The company extended the extension the client.,The company extended the extension the client.,e,DoubleObjectConstruction,implausible,one,e
407,The secretary faxed the document the supervisor.,The secretary faxed the document the supervisor.,e,DoubleObjectConstruction,implausible,one,e
408,The student fed the meal the ducks.,The student fed the meal the ducks.,e,DoubleObjectConstruction,implausible,one,e
409,The coworker forwarded the email the client.,The coworker forwarded the email the client.,e,DoubleObjectConstruction,implausible,one,e
410,The employee gave the book the sister.,The employee gave the book the sister.,e,DoubleObjectConstruction,implausible,one,e
411,The foundation granted the funding the organization.,The foundation granted the funding the organization.,e,DoubleObjectConstruction,implausible,one,e
